,text,video_id,comment_id,reply,parent_id
2044,Ryan poles do not listen to these asshole about trading fields they trying to get you to make mistake never do what others want you to it won't end well. trade the 1 number and stack this team that's what they really are afraid of.,mnVZTz6Z-Qs,Ugx7-jrUiXs_m2AYvgl4AaABAg,False,
2045,a 2nd round pick????  id rather keep him and build more around him,mnVZTz6Z-Qs,UgwNetUCkZsoSo2X-cR4AaABAg,False,
2046,Believe none of what you hear and half of what you see,mnVZTz6Z-Qs,UgyGJYBdKaeLX-1gP1F4AaABAg,False,
2047,"I'm at the point in my life where I'm good just being a fan and enjoying the product on the field. I will let the people paid by the Bears make the decisions. Only thing that no one is really articulating is that if you give up on Justin and he becomes a franchise QB somewhere else, and the rookie we draft doesn't, a large part of our fan base will be lost forever.  I'll never watch another game if Justin becomes a franchise QB for someone else and Caleb/Drake are mid.",mnVZTz6Z-Qs,UgzD7veVIIPm3LDY4zl4AaABAg,False,
2048,Nonsense,mnVZTz6Z-Qs,UgzD7veVIIPm3LDY4zl4AaABAg.9yM_EqxQF3E9yN3tPKna9D,True,UgzD7veVIIPm3LDY4zl4AaABAg
2049,The funniest part is that these dudes aren't comprehending that these are RIVAL GMs - telling a national publication that they are interested in Fields then going as far to set the market for him and instead of understanding what's happening strategically these guys are patting themselves on the back and calling this info instructive 😂😂😂😂😂,mnVZTz6Z-Qs,UgwrQq5eyGwjHrkFIat4AaABAg,False,
2050,This 😂😂😂😂,mnVZTz6Z-Qs,UgwrQq5eyGwjHrkFIat4AaABAg.9yMJDTUeQgN9yNLX02xXB_,True,UgwrQq5eyGwjHrkFIat4AaABAg
2051,Or they’re telling the truth and you are in denial,mnVZTz6Z-Qs,UgwrQq5eyGwjHrkFIat4AaABAg.9yMJDTUeQgN9yONf9rRkmR,True,UgwrQq5eyGwjHrkFIat4AaABAg
2052,@@Kentuckybearsfan Is this the same truth they told last year when they said Bryce Young was the can't miss pick that the Bears should draft and move Fields for as well 😂😂😂,mnVZTz6Z-Qs,UgwrQq5eyGwjHrkFIat4AaABAg.9yMJDTUeQgN9yOnl54Kj4i,True,UgwrQq5eyGwjHrkFIat4AaABAg
2053,@@JD-fl4dz Caleb Williams would’ve gone over Bryce young last year. There is a difference between a once in 10 years QB prospect and a dude who went 1 overall in a bad QB draft. Come on man lol….,mnVZTz6Z-Qs,UgwrQq5eyGwjHrkFIat4AaABAg.9yMJDTUeQgN9yOoVQaqChX,True,UgwrQq5eyGwjHrkFIat4AaABAg
2054,@@Kentuckybearsfan Ahhh yes the old can't miss prospect hype train lol. This wouldn't happen to be the same once in a generation talk they said about Trevor Lawrence just 3 years ago.. correct? 😂😂😂😂 It's funny that the actual generational QB prospect of this decade  wasn't even taken in the top 10 is his draft by these same Expert GM's telling you how allegedly generational Williams is. How many times are you going to keep getting duped by this nonsense and Lmao at a bad QB draft 😂,mnVZTz6Z-Qs,UgwrQq5eyGwjHrkFIat4AaABAg.9yMJDTUeQgN9yOpW0p7uXo,True,UgwrQq5eyGwjHrkFIat4AaABAg
2055,9 GMs passed on Pat Mahomes…,mnVZTz6Z-Qs,UgysxUN7imQN_RC4_HR4AaABAg,False,
2056,These 7 Anonymous GM's mean nothing,mnVZTz6Z-Qs,Ugy41XKSDkAma_rYmH94AaABAg,False,
2057,Can we please for once stop trying to get rid of fields?? The longest bears QB in it's history lasted 10 years and that was sid luckman. Can we just for once have a QB we can keep for their entire career? I'm so sick and tired of dumping every QB we get,mnVZTz6Z-Qs,UgxpollFsMve7OUXDfl4AaABAg,False,
2058,Soft,mnVZTz6Z-Qs,UgxpollFsMve7OUXDfl4AaABAg.9yMpHV_70M09yN4pR-qgK4,True,UgxpollFsMve7OUXDfl4AaABAg
2059,"News flash.... Hurts isn't developed yet. He has probably the best offensive line in football, but still starts tap dancing as soon as the ball gets snapped. He's not comfortable staying in the best pocket in football",mnVZTz6Z-Qs,UgyCGES4mizynT_HRr54AaABAg,False,
2060,"The highest pick for JF is a 2nd rounder. So, he’s equivalent to Claypool. 😅",mnVZTz6Z-Qs,UgyNdJwYvRk0t_XgnsF4AaABAg,False,
2061,Im really moved by hostile opinions. Not. There are literally 31 other hostile opinions.,mnVZTz6Z-Qs,UgwVwolOndwMSLiXaCB4AaABAg,False,
2062,Are these GMS from quarterback needy teams? If they are of course they would rather have Fields for a 2nd round pick rather than give up multiple first for an unproven rookie.,mnVZTz6Z-Qs,Ugw_j1GQUXmFXzFsl2F4AaABAg,False,
2063,I wonder what the GMs would do with the Flus in that case? Would they want a new HC on the same timeline as Caleb?,mnVZTz6Z-Qs,Ugzih-fVwqWI5xzs77J4AaABAg,False,
2064,"Yeah, that’s a good question. If you change out coaches, it’s a pretty easy decision to start with a new QB. But if you keep the old coaching staff, that changes the equation.",mnVZTz6Z-Qs,Ugzih-fVwqWI5xzs77J4AaABAg.9yMSrkxmnUU9yR68DDjFfO,True,Ugzih-fVwqWI5xzs77J4AaABAg
2065,"Trade Fields, and get some 2nd & 3rd picks. And start over again wth Williams. On that rookie contract. At worse, your in the same position in 3-4/yrs! In 4/yrs, Fields hasn't shown he belongs in the top 15 QB's, in the league.",mnVZTz6Z-Qs,Ugxqo3oV3ryeHVKzh9Z4AaABAg,False,
2066,How can we validate this claim in the GMs are anonymous?,mnVZTz6Z-Qs,UgxoVBY9eg4G0Mm1p5J4AaABAg,False,
2067,"Bears would be insane not to trade the 1st overall. That haul would be amazing, record-breaking. They will probably get another 1st-6th overall pick 2025. That is how u build a team. Plus u have so much leverage over Justin Fields right now. Tell him to take less otherwise you will go the route of Caleb and resetting the QB salary",mnVZTz6Z-Qs,UgwTgS2EiB2J9wNmrIV4AaABAg,False,
2068,Why tf would you trade it when you could give Fields Marvin Harrison Jr????,mnVZTz6Z-Qs,UgwTgS2EiB2J9wNmrIV4AaABAg.9yMk0jHOKq99yNGlha7aS-,True,UgwTgS2EiB2J9wNmrIV4AaABAg
2069,"If anyone coming out of college has the audacity to request partial ownership in the team that drafts them, when unproven in the next level, it should be passed on to another team.",mnVZTz6Z-Qs,UgwQMH3E42swry3aYKF4AaABAg,False,
2070,I am glad I don't have to make that decision.,mnVZTz6Z-Qs,UgwsE5qma8u5w3-bOyZ4AaABAg,False,
2071,And what if justin because of multiple systems and lack of oline and weapons  which still has shown large amounts of progress in every aspect of the position has a 4th year leap instead of a 3rd i mean theres a reason the rookie contracts our structurerd  they way they are the trajectory is there the progress is shown and we all know the talent is differently there. So what if patience is all we need to be great and we blow it draft caleb which has arguebly the same issues and question marks as fields with a added diva factor,mnVZTz6Z-Qs,UgyhylUMvmRkos8Uhd14AaABAg,False,
2072,"Cj stroud ain’t looking too hot without tank lol. Zack Wilson out played him, cj stroud is in an amazing system and the jets defense exposed that. Stroud is a good player but he’s in a system that’s damn near perfect for a rookie. HOF LT and top teir coaches who coached under the greatest coach of all time kyle shanahan. That team is a great team overall.",mnVZTz6Z-Qs,UgxNBWwD8kNSIhUjz3d4AaABAg,False,
2073,If the Bears trade Fields they’re going to have the same problem 3-4 years from now with the new quarterback. A bird in the hand beats two in a bush,mnVZTz6Z-Qs,UgyDFmSZ5Iv5bjHw4mt4AaABAg,False,
2074,"its almost like GMs from opposing teams that are looking for a QB would say things they dont actually believe, in hopes of shaping the market.  you could lock fields up on a cheap contract right now, because even though he is getting close to needing extension, he hasnt played good enough to warrant a big contract, so you get to lock up your QB on a team friendly deal, and its a QB that still has quite a bit of upside and potential to unlock.  of course teams like the falcons, saints, and just about 65% of the league would say this.  the NFL has about 8 good QBs right now, which means the other 24 teams would love to have someone like fields on a team friendly deal.    believing what these people say is similar to watching CNBC stock channel, and then going out and buying or selling whatever stock they told you to.  kinda like during 2020 when the market had crashed in march after the virus, and you had billionaires on day after day telling retail investors that more pain was coming and they should sell all of their WYNN hotel stocks.  and then a year later when those same billionaires are forced to release their financials, they were buying up WYNN with every spare cent they had, all while telling people they need to sell it now because more pain is coming.  this is exactly what these GMs are doing right now, and its hardly even worth talking about, other than the fact that if they are lowballing with 2nd round offers.  because that still means a 1st rounder is still on the table for fields.  do you two even understand negotiations?  this entire process was set up with the intentions of it being released to the public.  do you seriously believe that they are going to be truthful this early into the bidding session?  do you understand how bidding wars work?  how do you not even mention these points, when this is your job to talk about this kind of stuff.  this is the most obvious angle to observe.  even a toddler understands you dont offer all your candy/toys/trading cards on your first offer, and you start off with a lowball offer of things you dont care nearly as much about.",mnVZTz6Z-Qs,UgxdBAmVJHU6CgFmXrp4AaABAg,False,
2075,"If Poles trades Fields and Fields continue to progress and whoever he picked with the first pick becomes a bust, then in my mind, that’s a fireable  offense.  I like Poles  a lot and I don’t think he’ll do that. I think he’ll trade the number one pick.",mnVZTz6Z-Qs,UgzaoTnQWYmoKm4jGgB4AaABAg,False,
2076,Wishful thinking.  Justin is gone.  You think he’ll give him 200 million contract ? Use common sense bear fans,mnVZTz6Z-Qs,UgzaoTnQWYmoKm4jGgB4AaABAg.9yMHonkYuMh9yMWva9k_V2,True,UgzaoTnQWYmoKm4jGgB4AaABAg
2077,I'm glad none of these people are the GM of the Bears.,mnVZTz6Z-Qs,UgwJn1-ZzjBR0nwQTIx4AaABAg,False,
2078,"The fact that 7 general managers prefer Caleb Williams gives Ryan Poles a huge bargaining advantage, which means, that, once again, he can pick somebody's pocket.  Trade the pick to the Raiders and get Crosby and two first round draft choices or make a similar deal with someone else.  Look around.  Jalen Hurts is not a good quarterback.  He's just in a good situation.  Put Justin or Bagent in an equivalent situation, and they'll shine.  And you get to that situation by building your talent base.",mnVZTz6Z-Qs,UgyJ24hdXnxKmI14qQl4AaABAg,False,
2079,"Justin fields must improve reading blitz, be decisive in pocket",mnVZTz6Z-Qs,UgzIggBW3GAm07usKXh4AaABAg,False,
2080,"Fields is my choice. I believe he will keep getting better and be a star, especially if you keep piling on the talent with all that draft capital and cap space. Get a top line receiver, get a good center and another good pass rusher and this team is easily a 10 to 12 win team next season. What makes keeping Fields the logical choice is that he really is a star now except he is not yet fully blossomed as a passer but is steadily improving and only 24 years old, and if he does not become great you still have a great roster built up and can have multiple first round picks moving forward to draft a QB if one is needed. Those rookie quarterbacks are no guarantee. Fields is the bird in the hand. He is talented and tough enough, has character enough, is a leader enough to believe in. Most of the dump Fields crowd are ignoring his improvement and it are only thinking to dump him so as to not have to pay him. The real gamble is trading Fields and to believe things will be better with a new rookie QB",mnVZTz6Z-Qs,Ugzc5cRUtaJOKtFYkiJ4AaABAg,False,
2081,Would you rather have CJ Stroud or Fields???? You are saying same logic as last year and missed out on a franchise altering player on a rookie deal,mnVZTz6Z-Qs,Ugzc5cRUtaJOKtFYkiJ4AaABAg.9yOpQk5wrxG9yTtLA-hTSF,True,Ugzc5cRUtaJOKtFYkiJ4AaABAg
2082,@@pauliej345 The Bears would have drafted Bryce Young. You guys are Saying CJ Strode because he's balling now. Bryce would have been the pick of the Bears. You all know that,mnVZTz6Z-Qs,Ugzc5cRUtaJOKtFYkiJ4AaABAg.9yOpQk5wrxG9yX11X17bku,True,Ugzc5cRUtaJOKtFYkiJ4AaABAg
2083,"@markhill7496  we don't know becuase it didn't happen. But yes, the Bears would have had the chance. But your right the Bears and it's fans prob would have wanted wrong guy anyway",mnVZTz6Z-Qs,Ugzc5cRUtaJOKtFYkiJ4AaABAg.9yOpQk5wrxG9yX3Z8Fgx7I,True,Ugzc5cRUtaJOKtFYkiJ4AaABAg
2084,Really pathetic that people want to blow this team up! This is the best we’ve looked in over 3 years now get rid of it! CW is going to be a bust! Way too feminine! The media loves men like that in 2023! That’s why they’re pushing him to be the first pick,mnVZTz6Z-Qs,UgwQR05dPBeuxXD4M1t4AaABAg,False,
2085,"Caleb is soft are you guys kidding me?? Justin is straight ballin but you want perfection but we have a imperfect coaching staff and organization. I hope he balls out the rest of the season and see what these GM,s who were granted animity have to say then. What a joke this story pure crap!!",mnVZTz6Z-Qs,UgwEK_IMNiLBCzIlqvB4AaABAg,False,
2086,Balling ? Y’all justinsexuals are hilarious,mnVZTz6Z-Qs,UgwEK_IMNiLBCzIlqvB4AaABAg.9yMShAGXBoa9yMVafOSc9h,True,UgwEK_IMNiLBCzIlqvB4AaABAg
2087,"Very convenient to keep these GMs anonymous; for all we know, they could be the bottom GMs of the league. Also noting that Brian Johnson is a viable coach…have you seen the guy play call? Goodness the article is trashy-click bait.   Imagine keeping Justin and flipping the 1st. Imagine selecting Caleb to find out he’s a primadonna.",mnVZTz6Z-Qs,UgzXboM2yPokGHnJbMt4AaABAg,False,
2088,To all the Justin Fields fanatics: I have sad news for ya.   If Ryan Poles doesn’t see it your way and isn’t willing to go down with the ship with a Quarterback he DIDNT DRAFT!! Justin Fields is not gonna be your 2024 starting quarterback. Then you can all either cry about it. Or you can root for whoever he takes.,mnVZTz6Z-Qs,UgywjWLiLGq1OpZTpkl4AaABAg,False,
2089,"The Bears are not trading JF, there is no for sure QB in this draft. What they will receive for trading the first pick you can't turn down. Adding pieces to this roster will make them a contender.",mnVZTz6Z-Qs,UgzIJVh6tW4ihNHujut4AaABAg,False,
2090,😂😂😂😂.  Get ready to buy your Caleb 13 jersey… poles ain’t falling on the sword for Justin with 2 cracks to pick his guy.  You have to think from his perspective not yours. He’s not emotionally tired to Justin like bear fans are,mnVZTz6Z-Qs,UgzIJVh6tW4ihNHujut4AaABAg.9yMIbS6-CVd9yMW_r5Q6CV,True,UgzIJVh6tW4ihNHujut4AaABAg
2091,​@@ikenna59These cats are so emotional 😂,mnVZTz6Z-Qs,UgzIJVh6tW4ihNHujut4AaABAg.9yMIbS6-CVd9yN3N67xeOK,True,UgzIJVh6tW4ihNHujut4AaABAg
2092,When Atlanta got rid of Brett Farve .....They regretted it ever since,mnVZTz6Z-Qs,UgzSsmtwjkgTKPS-Vgh4AaABAg,False,
2093,"Look at some of the latest top ten QB's drafted by these exact same GM's.  Trey Lance Zack Wilson Josh Rosen Daniel Jones Dwayne Haskins Mitch Trubisky Paxton Lynch  So, to take assume that any QB is a lock, is utterly absurd",mnVZTz6Z-Qs,UgxJoILDzswlSUGmI694AaABAg,False,
2094,Justin Fields should be on your list.,mnVZTz6Z-Qs,UgxJoILDzswlSUGmI694AaABAg.9yMsR2sng5h9yN2zGjYMU6,True,UgxJoILDzswlSUGmI694AaABAg
2095,"@@Ebonysails fields story isn't complete just yet. He could move on and start somewhere else. Don't know yet. If he goes elsewhere and doesn't improve then he gets added to the list.  And it serves as the perfect example of why NFL GM's can't be relied upon as any legitimate source of a qb's translation to the NFL, or how successful any given QB will be.",mnVZTz6Z-Qs,UgxJoILDzswlSUGmI694AaABAg.9yMsR2sng5h9yNCqtN_lYE,True,UgxJoILDzswlSUGmI694AaABAg
2096,@danny51577  Who then because in the current NFL structure GMs evaluate Qbs?,mnVZTz6Z-Qs,UgxJoILDzswlSUGmI694AaABAg.9yMsR2sng5h9yO9vRAjPZ4,True,UgxJoILDzswlSUGmI694AaABAg
2097,"@@Ebonysails exactly the point. Relying on GM evaluation is just as hit or miss as relying on anyone else. It's their educated opinion, nothing more.",mnVZTz6Z-Qs,UgxJoILDzswlSUGmI694AaABAg.9yMsR2sng5h9yPuP_1Ijs-,True,UgxJoILDzswlSUGmI694AaABAg
2098,"What is obvious to me here is that both inept Nagy and Getsy are getting a pass. The fact of the matter is Justin Fields is playing better despite the ineptness of both Nagy and Getsy. Super stupid aka Nagy damn near got Justin Fields killed against the Browns. Justin Fields spoke out after the 2nd game of 2023 that his career was being effected by in my opinion Getsy's non-sense. Getsy needs to be an offensive coordinator at the high school or junior college level but not at the NFL level. The fact of the matter is ownership has not changed since they allowed Pace to draft Justin Fields. Bears ownership should not have allowed a lame duck Pace and Nagy to draft anyone in 2021. Ownership should have gotten rid of both Pace and Nagy before the 2021 NFL draft. I do not care if the current GM of the Bears did not draft Justin Fields. Poles needs to retain Justin Fields long term and ignore these 7 GMs. If you are trying to say it is Ryan Poles' fault the Bears passed on CJ Stroud you are wrong and here is why. 1) Everyone in Chicago wanted the DT Carter and 2) All of the so called experts had Young as their QB1 in the 2023 draft. Why are these 7 GM's trying to help the Bears. News flash! They are not trying to help the Bears but, guess who is helping improve the Bears? Answer: Ryan Poles. A lot of these so called experts are handy cappers and degenerate gamblers masquerading as football experts. PFF does this same bull shish. PFF are handy cappers. In the 1st round of the 2024 NFL draft the Bears should trade back to acquire more draft capital. Then use their two 1st picks to select the best OT and the best defensive linemen in the draft. End of story. The experts do not know shish.",mnVZTz6Z-Qs,Ugz_hHlRS7u_I38FSXN4AaABAg,False,
2099,I honestly don't get the argument that Poles should obviously want to move on simply because Justin wasn't his draft pick.  He (and everyone else who interviewed for the Chicago job) knew that Fields had been drafted the year before.  What's to say that the opportunity and/or desire to work with and develop JF wasn't part of what attracted Poles (and the others) to the job in the first place?,mnVZTz6Z-Qs,Ugz_hHlRS7u_I38FSXN4AaABAg.9yMG640Gf3B9yMHs-p5WBz,True,Ugz_hHlRS7u_I38FSXN4AaABAg
2100,@@victoriahaslam6193 I agree you 100%. Justin Fields had the unfortunate luck of having both Nagy and Getsy in his life as a quarterback. Justin Fields deserves a competent OC. Justin Fields is not the problem. Ryan Poles has helped to improve the Chicago Bears roster. Poles is a very good GM.,mnVZTz6Z-Qs,Ugz_hHlRS7u_I38FSXN4AaABAg.9yMG640Gf3B9yMNCpCAXPb,True,Ugz_hHlRS7u_I38FSXN4AaABAg
2101,Williams will be average at best. And the fact that he is so hyped is even worse. He will be a bust considering the expectations.,mnVZTz6Z-Qs,Ugz5FHibIWTKOAKmhiR4AaABAg,False,
2102,FYI.  Justin IS a bust. Y’all just don’t know what a bust looks like.,mnVZTz6Z-Qs,Ugz5FHibIWTKOAKmhiR4AaABAg.9yMBPKD-fVm9yMYMITP0Vr,True,Ugz5FHibIWTKOAKmhiR4AaABAg
2103,"Of past 30 Superbowls, only 3 winners had QB's that were not Hall of Fame caliber.  Trent Dilfer/Ravens, Brad Johnson/Tamp Bay, Nick Foles/ Eagles.  Ravens and Bucs had two of the greatest Defenses of all time featuring Ray Lewis, Rod Woodson, Warren Sapp, Derrick Brooks, John Lynch.  QB is all that matters. 3 years in, we KNOW JF is NOT HOF.  Take another shot while you have it.",mnVZTz6Z-Qs,UgxYGNt9CTL7BYZIMwl4AaABAg,False,
2104,Those GM are Drunk! its good to say what they should do when they are not doing it.,mnVZTz6Z-Qs,UgyXx8snNR5BVv9Isxl4AaABAg,False,
2105,"Wiederer legitimately sounds mad that he has to acknowledge that Getsy repeatedly has been bad at playcalling, scheming, and offensive flow. That is factual.",OLbs0x9O-N0,Ugx9_w1dLrcCO2yG1MJ4AaABAg,False,
2106,Wierder's narrative is that Fields is horrible. He doesn't want to push anything but his narrative.,OLbs0x9O-N0,Ugx9_w1dLrcCO2yG1MJ4AaABAg.9yTvi-0HIKq9yUALoV6DRE,True,Ugx9_w1dLrcCO2yG1MJ4AaABAg
2107,Maybe he and Getsy are good friends. Thats what I’m starting to think.,OLbs0x9O-N0,Ugx9_w1dLrcCO2yG1MJ4AaABAg.9yTvi-0HIKq9yUFfcs6Iuc,True,Ugx9_w1dLrcCO2yG1MJ4AaABAg
2108,Definitely must be and telling wederer how he feel,OLbs0x9O-N0,Ugx9_w1dLrcCO2yG1MJ4AaABAg.9yTvi-0HIKq9yUITT3BHST,True,Ugx9_w1dLrcCO2yG1MJ4AaABAg
2109,"Could that perhaps be the Bears narrative?  If he wants to continue to have access to the coaches, he probably has to play nice and write things that fit the Bears narrative.",OLbs0x9O-N0,Ugx9_w1dLrcCO2yG1MJ4AaABAg.9yTvi-0HIKq9yUa7Ce9Tw_,True,Ugx9_w1dLrcCO2yG1MJ4AaABAg
2110,@@roy.mclean make sense,OLbs0x9O-N0,Ugx9_w1dLrcCO2yG1MJ4AaABAg.9yTvi-0HIKq9yUaQXBx5GA,True,Ugx9_w1dLrcCO2yG1MJ4AaABAg
2111,"I love the way these guys went in on Dan who is only trying to protect his access. The podium for the Bears is full of weak questions that don't hold these coaches accountable. What about asking the coach, Hey, what made you guys go to 180 pound WR on a jet sweep on 4th and 1?JF1 has his flaws no doubt, but its Getsy play call.",OLbs0x9O-N0,UgzhKUzbNOzo0kkLnKB4AaABAg,False,
2112,Havent seen a tush push in how long? And it’s worked nearly every time with JF1 with the ball why did they go away from it??,OLbs0x9O-N0,UgzhKUzbNOzo0kkLnKB4AaABAg.9yTx8ITKZ7B9yUKfbRXCzm,True,UgzhKUzbNOzo0kkLnKB4AaABAg
2113,"Dan weiderer did the same stuff on espn 1000, it was  nice to hear these guys not back down",OLbs0x9O-N0,UgzhKUzbNOzo0kkLnKB4AaABAg.9yTx8ITKZ7B9yUsmCDBXF9,True,UgzhKUzbNOzo0kkLnKB4AaABAg
2114,"Wiederer was defending Getsy as if he's been this great play caller and that no one criticizes Fields. Bruh Fields has been highly criticized, he hasn't gotten a pass at all. It's as if they get rid of Fields and get a new QB then the Bears problems will be solved. Most of us know better than that.",OLbs0x9O-N0,UgzhKUzbNOzo0kkLnKB4AaABAg.9yTx8ITKZ7B9yX56c4c_g3,True,UgzhKUzbNOzo0kkLnKB4AaABAg
2115,Great f’n point man!!,OLbs0x9O-N0,UgzhKUzbNOzo0kkLnKB4AaABAg.9yTx8ITKZ7B9yXTPrGSLVu,True,UgzhKUzbNOzo0kkLnKB4AaABAg
2116,Did Dan forget Fields has had Nagy and Getsy (two first time play callers) as his OC’s?,OLbs0x9O-N0,Ugxr2S0kM-FiQIg323J4AaABAg,False,
2117,"Did you forget that fields constantly averages 160 passing yards? Its a fields issue a coach can only do so much, a coach cant make the throws for the Qb too",OLbs0x9O-N0,Ugxr2S0kM-FiQIg323J4AaABAg.9yU2rVzQw8M9yVKbIUVijt,True,Ugxr2S0kM-FiQIg323J4AaABAg
2118,​@@Leonydus2.0 so it's up to the QB to block and catch passes too huh,OLbs0x9O-N0,Ugxr2S0kM-FiQIg323J4AaABAg.9yU2rVzQw8M9yVgnkMe3dA,True,Ugxr2S0kM-FiQIg323J4AaABAg
2119,@@monstersofmidway2239 Right? because the only yards that get counted are the ones that got caught. No one wants to look up the yards on easy chunk plays where JF did his job!,OLbs0x9O-N0,Ugxr2S0kM-FiQIg323J4AaABAg.9yU2rVzQw8M9yZFJpNt4us,True,Ugxr2S0kM-FiQIg323J4AaABAg
2120,"@@docmidnight Right, because i heard the estimated yardage from the drops was about 150 yards give or take. You stack that on the 166 he had you get 316 yards and a possible 2 more TDS 🤷🏽 1 more for sure.",OLbs0x9O-N0,Ugxr2S0kM-FiQIg323J4AaABAg.9yU2rVzQw8M9yZPE-xXNxU,True,Ugxr2S0kM-FiQIg323J4AaABAg
2121,Nagy called plays in KC,OLbs0x9O-N0,Ugxr2S0kM-FiQIg323J4AaABAg.9yU2rVzQw8MA-RZ6QywuTT,True,Ugxr2S0kM-FiQIg323J4AaABAg
2122,Dan Weidier in his feelings behind what happened during week 4…😂🤣🤣,OLbs0x9O-N0,UgxsraYTbjr5kE8fOiN4AaABAg,False,
2123,honestly lmao dude hasn't shown he can be subjective about that whole thing once,OLbs0x9O-N0,UgxsraYTbjr5kE8fOiN4AaABAg.9yTtmm5XgvP9yTxT7y1r5r,True,UgxsraYTbjr5kE8fOiN4AaABAg
2124,what happened?,OLbs0x9O-N0,UgxsraYTbjr5kE8fOiN4AaABAg.9yTtmm5XgvP9yUjoRAXMcl,True,UgxsraYTbjr5kE8fOiN4AaABAg
2125,"@@Jon23189 Dan was the one who sent that tweet about Justin pulling the pin when he maybe sorta said that he was being over coached. The one McAffee, Florio...etc all roasted him for being clickbait",OLbs0x9O-N0,UgxsraYTbjr5kE8fOiN4AaABAg.9yTtmm5XgvP9yUkRR-9EW3,True,UgxsraYTbjr5kE8fOiN4AaABAg
2126,@@Jon23189 Dan Weidier was the journalist that took to twitter and tweeted that Justine was blaming the coaching staff for his poor play.  Anyone that caught the whole interview understood Justine was conveying that he was thinking too much and not reacting to the play on the field.,OLbs0x9O-N0,UgxsraYTbjr5kE8fOiN4AaABAg.9yTtmm5XgvP9yUlWOO4s0Y,True,UgxsraYTbjr5kE8fOiN4AaABAg
2127,honestly crazy that someone could watch this game with all the drops that the wrs had and say to them selves “yeah justin is the issue”,OLbs0x9O-N0,UgyMmxd8VO5baizmFsB4AaABAg,False,
2128,Dan Wiederer is a Getsy apologist period.,OLbs0x9O-N0,UgyMmxd8VO5baizmFsB4AaABAg.9yTszT1h7uI9yTuCwPXNQQ,True,UgyMmxd8VO5baizmFsB4AaABAg
2129,"Oh for sure, but you can also re watch and see missed reads and sacks taken. Getsy has done NOTHING to help fields but development isn’t there when it comes to decision making",OLbs0x9O-N0,UgyMmxd8VO5baizmFsB4AaABAg.9yTszT1h7uI9yTuSb0Tmim,True,UgyMmxd8VO5baizmFsB4AaABAg
2130,He has 18 turn over in the 4th quarter and is ranked 32nd in points in the 4th quarter,OLbs0x9O-N0,UgyMmxd8VO5baizmFsB4AaABAg.9yTszT1h7uI9yTugl09RVK,True,UgyMmxd8VO5baizmFsB4AaABAg
2131,​@@Kvpone1418it was the drops. Evidently you didn't watch or just don't know what you're talking about.,OLbs0x9O-N0,UgyMmxd8VO5baizmFsB4AaABAg.9yTszT1h7uI9yTvNRPGntm,True,UgyMmxd8VO5baizmFsB4AaABAg
2132,​@@antoinemallett1948 It wasn't just the drops bro. Fields is not that good. The eye test doesn't lie. He's not a good quarterback,OLbs0x9O-N0,UgyMmxd8VO5baizmFsB4AaABAg.9yTszT1h7uI9yTyAyYvXf7,True,UgyMmxd8VO5baizmFsB4AaABAg
2133,Laurence out debated Dan W every step of the way. Good job!,OLbs0x9O-N0,Ugyde4zIF1oEkXZiBU94AaABAg,False,
2134,Yea he did swift. I can't wait to watch your take on this game and where we go from here.,OLbs0x9O-N0,Ugyde4zIF1oEkXZiBU94AaABAg.9yU-9voPTxY9yU6Nwfa9Ti,True,Ugyde4zIF1oEkXZiBU94AaABAg
2135,"Fields can't throw anticipatory passes, and you know it.",OLbs0x9O-N0,Ugyde4zIF1oEkXZiBU94AaABAg.9yU-9voPTxY9yUcde9kW7f,True,Ugyde4zIF1oEkXZiBU94AaABAg
2136,"Laurence ripped his ass to shreds, he knew Wiederer was waffling on Getsy but was all in on blaming Fields.  The guys have been critical of Justin and Luke but Wiederer made the grave mistake of going to bat for Getsy. Why? because he is a beat writer and was playing politics and Laurence pounced, good for them both, it made for awesome radio.",OLbs0x9O-N0,Ugyde4zIF1oEkXZiBU94AaABAg.9yU-9voPTxY9yUrVsMW7p4,True,Ugyde4zIF1oEkXZiBU94AaABAg
2137,"Lawrence did do anything, Lawrence is ignoring how fields cant throw, averaging 160 passing yards is not a franchise Qb, game film doesnt lie, non of you people clearly watch any film",OLbs0x9O-N0,Ugyde4zIF1oEkXZiBU94AaABAg.9yU-9voPTxY9yVLq59OAH0,True,Ugyde4zIF1oEkXZiBU94AaABAg
2138,"@@Leonydus2.0 dude, saying you watch film and spending 30 hours a week actually watching are different. We are not the same.",OLbs0x9O-N0,Ugyde4zIF1oEkXZiBU94AaABAg.9yU-9voPTxY9yW5yq1C4AY,True,Ugyde4zIF1oEkXZiBU94AaABAg
2139,"Weidier protecting his access to the team. If he had gone in hard on Getsy, he ran the risk of his sources clamming up on him. But, his feathers did get ruffled.",OLbs0x9O-N0,UgzHwmIOztKCGGgV_Rt4AaABAg,False,
2140,I dont know why because no matter how the season ends Getsy is gone,OLbs0x9O-N0,UgzHwmIOztKCGGgV_Rt4AaABAg.9yTvkyCMr7E9yU82bUP43n,True,UgzHwmIOztKCGGgV_Rt4AaABAg
2141,@@jontelmurphy5996 He doesn't know that for sure yet so he isn't going to do anything that would hinder his access.,OLbs0x9O-N0,UgzHwmIOztKCGGgV_Rt4AaABAg.9yTvkyCMr7E9yUC5PReg3L,True,UgzHwmIOztKCGGgV_Rt4AaABAg
